,NO2,NO,NH3,slope0,slope1,slope2,slope3,slope4,slope5,slope6,slope7,slope8,slope9,slope10,slope11,slope12,slope13,slope14,slope15,slope16,slope17,slope18,slope19,slope20,slope21,slope22,slope23,slope24,slope25,slope26,slope27,slope28,slope29,slope30,slope31,slope32,slope33,slope34,slope35,slope36,slope37,slope38,slope39,slope40,slope41,slope42,slope43,slope44,slope45,slope46,slope47,slope48,slope49,avg0,avg1,avg2,avg3,avg4,avg5,avg6,avg7,avg8,avg9,avg10,avg11,avg12,avg13,avg14,avg15,avg16,avg17,avg18,avg19,avg20,avg21,avg22,avg23,avg24,avg25,avg26,avg27,avg28,avg29,avg30,avg31,avg32,avg33,avg34,avg35,avg36,avg37,avg38,avg39,avg40,avg41,avg42,avg43,avg44,avg45,avg46,avg47,avg48,avg49
mix13,50,25,25,0.0002585150833333333,0.00034145016666666667,0.000371048375,0.000329328875,0.000253738125,0.00025234512500000005,0.0003610634583333333,0.00036775383333333345,0.00030468870833333335,0.00025083608333333334,0.0002668747916666667,0.000364780625,0.00036607187499999996,0.00027945516666666665,0.000249150625,0.0002880705833333333,0.00036405983333333324,0.0003650104166666667,0.00025410520833333335,0.0002479825416666667,0.0003088290833333333,0.0003634626249999999,0.0003477488333333333,0.00024807029166666665,0.00035582395833333333,0.00027701941666666665,0.0003085313750000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2983391304347804e-07,5.381834782608693e-06,5.598695652173609e-09,-6.663435217391303e-06,-7.616913043478231e-08,-4.555173913043459e-08,1.3569526086956524e-06,1.9318260869564396e-08,-7.1939430434782605e-06,-4.917130434782639e-08,3.559996956521739e-06,1.162230434782608e-07,2.1290000000000103e-08,-5.492765217391303e-06,-3.756652173913e-08,6.425814782608696e-06,7.35460869565219e-08,1.9545217391304297e-08,-1.2551169565217411e-06,-3.125086956521675e-08,7.108927826086958e-06,5.3936956521738574e-08,-3.507226086956522e-06,-6.423347826086936e-08,1.619621304347826e-06,-5.471160869565216e-06,7.113393478260869e-06,-6.365824782608696e-06,3.1476486956521746e-06,1.1426173913043415e-07,-1.7717147826086948e-06,5.597080869565218e-06,-7.166706521739132e-06,6.26441347826087e-06,-3.0624847826086956e-06,2.5173469565217385e-06,1.4079204347826092e-06,3.036578260869568e-07,-7.799543478260874e-07,2.7775000000000033e-07,-5.573099999999995e-07,5.257508695652172e-07,-2.9460434782608968e-08,1.061119130434783e-06,4.833186956521749e-07,-4.919478260869515e-08,-3.062769565217393e-07,-8.485730434782602e-07,-5.816704347826086e-07,-2.847496086956521e-06
mix14,100,100,50,0.00024320195833333336,0.0003280430833333333,0.00035906083333333335,0.00031928370833333335,0.0002438980833333333,0.00024318325,0.0003520646249999999,0.00035911541666666663,0.00029634099999999993,0.0002433843333333334,0.00026039279166666665,0.00035753083333333333,0.0003590124583333334,0.00027261291666666666,0.00024293841666666663,0.000283083875,0.00035780645833333337,0.00035888208333333333,0.00024845729166666667,0.00024255158333333338,0.0003049755,0.0003578992916666668,0.0003397309583333333,0.00024304137499999996,0.000351835125,0.0002720505833333333,0.00030507533333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0598695652173671e-08,5.4658617391304345e-06,5.05826086956525e-08,-6.54654652173913e-06,-4.3972173913043294e-08,-2.009652173912992e-08,1.3683073913043477e-06,3.50539130434788e-08,-7.143606086956522e-06,-3.4664347826086835e-08,3.6864978260869565e-06,1.232773913043471e-07,2.9421304347826e-08,-5.425353913043477e-06,-2.8432173913043176e-08,6.4989960869565225e-06,7.709608695652172e-08,2.5319999999999472e-08,-1.2394569565217391e-06,-2.4582608695651795e-08,7.046253043478261e-06,5.676043478260951e-08,-3.950950869565217e-06,-5.7623913043478276e-08,1.3470360869565213e-06,-5.446374782608696e-06,7.057468695652173e-06,-6.564639565217391e-06,3.769572173913043e-06,1.1029478260869495e-07,-1.2319147826086961e-06,5.464370434782609e-06,-7.108203478260868e-06,6.456342608695652e-06,-3.837041304347826e-06,1.792992173913043e-06,7.519473913043471e-07,-3.0197478260869617e-07,-1.3814708695652176e-06,5.460034782608697e-07,5.577804347826092e-07,1.6852413043478263e-06,1.0593499999999996e-06,1.1100713043478263e-06,4.5355956521739133e-07,1.5232826086956506e-07,-2.547391304347821e-07,2.848434782608652e-08,8.355217391304346e-07,-2.184144782608696e-06
mix15,25,50,25,0.00024165062499999996,0.000326620625,0.0003579846666666667,0.00031878233333333336,0.00024370462500000005,0.00024320441666666665,0.000352031875,0.0003592964583333333,0.00029671354166666664,0.00024409429166666666,0.0002619538333333333,0.0003583430416666667,0.0003599327083333333,0.00027282875,0.0002442107916666667,0.00028560637499999995,0.0003591344166666666,0.0003603083333333333,0.00025006095833333335,0.00024423079166666664,0.00030816616666666665,0.0003596589583333333,0.0003415609166666667,0.0002450017916666667,0.00035423104166666664,0.00027201170833333335,0.00030958766666666675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0831739130434935e-08,5.4682839130434776e-06,6.663652173913052e-08,-6.5069852173913036e-06,-3.5039565217391157e-08,-1.1457391304347399e-08,1.376334347826087e-06,4.39673913043482e-08,-7.120565652173913e-06,-2.9226521739130443e-08,3.819847826086956e-06,1.2516652173913014e-07,3.5354347826087286e-08,-5.28824347826087e-06,-2.536826086956573e-08,6.585713478260869e-06,8.116173913043503e-08,2.9715652173913633e-08,-1.2338239130434784e-06,-2.2156086956521516e-08,7.001296521739131e-06,5.971347826086868e-08,-3.949420869565217e-06,-5.4440434782608716e-08,1.2581491304347822e-06,-5.1609065217391305e-06,6.988219130434784e-06,-6.6933078260869566e-06,3.831084347826088e-06,1.068052173913045e-07,-8.524539130434782e-07,5.0152191304347824e-06,-6.999372173913045e-06,6.6157078260869575e-06,-4.04828043478261e-06,1.1566760869565227e-06,2.111173913043394e-08,-1.131654782608695e-06,-2.282345217391305e-06,4.775478260869633e-08,1.4140456521739134e-06,2.511749130434783e-06,1.0113856521739126e-06,4.384695652173859e-08,-1.4003739130434774e-07,-6.174956521739122e-08,5.790560869565224e-07,9.88695217391304e-07,4.822643478260865e-07,-2.4889939130434787e-06
mix16,50,100,50,0.00024299937500000003,0.00032764233333333327,0.0003586688333333334,0.00031826675000000003,0.00024384916666666666,0.00024319445833333335,0.00035196500000000004,0.0003590027083333332,0.00029442975,0.00024353920833333333,0.00026142608333333333,0.0003575998333333333,0.00035906404166666673,0.00026922195833333336,0.0002432472083333333,0.0002848032083333333,0.000357993,0.00035906691666666673,0.00024516312500000005,0.00024298995833333333,0.00030848016666666666,0.0003582354583333333,0.0003369119166666667,0.00024354279166666668,0.0003569507916666666,0.0002677994166666667,0.0003097934166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1088260869564717e-08,5.457340869565218e-06,5.289826086956458e-08,-6.587439130434781e-06,-4.1748695652174246e-08,-1.8422173913043105e-08,1.3572565217391307e-06,3.673782608695664e-08,-7.069553913043478e-06,-3.320130434782632e-08,3.83931304347826e-06,1.164304347826083e-07,3.08786956521729e-08,-4.9268908695652175e-06,-2.6838695652174326e-08,6.600980434782609e-06,7.546347826086924e-08,2.5642608695652318e-08,-3.541969565217394e-07,-2.3130869565217735e-08,6.951268695652174e-06,5.575434782608737e-08,-4.445784347826088e-06,-5.323869565217415e-08,2.3770565217391334e-07,-4.796105217391307e-06,6.917100869565217e-06,-6.843346956521741e-06,4.547384347826087e-06,9.841260869565278e-08,-8.494913043478251e-08,4.7638200000000014e-06,-6.860527826086957e-06,6.852899130434785e-06,-4.650246956521738e-06,3.3332826086956537e-07,-7.976730434782607e-07,-1.9247582608695653e-06,-3.0565543478260873e-06,-2.2069260869565179e-07,1.8925121739130427e-06,2.450382608695651e-06,4.5079130434782576e-07,-6.692639130434782e-07,-1.0082813043478261e-06,6.6008695652173345e-09,8.530704347826085e-07,4.057956521739075e-08,-7.841352173913042e-07,-2.8364647826086955e-06
mix17,100,50,25,0.00024058620833333335,0.00032499587499999993,0.0003558715416666666,0.00031498137500000006,0.00024110695833333342,0.00024042399999999996,0.000349288125,0.000355998625,0.0002896614166666667,0.00024068445833333332,0.00026084329166666664,0.00035458862499999997,0.00035599024999999996,0.00026539912499999997,0.00024035862499999995,0.00028494266666666664,0.0003549910000000001,0.00035603679166666663,0.00024113670833333337,0.00024009150000000006,0.0003090444583333334,0.00035518391666666664,0.00033223145833333336,0.00024235083333333334,0.00035414662499999995,0.00026084499999999995,0.000310653875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.537260869565235e-08,5.443394347826088e-06,4.888130434782652e-08,-6.6144439130434774e-06,-4.231434782608653e-08,-1.8784347826086957e-08,1.2908952173913048e-06,3.589347826086963e-08,-7.0035678260869565e-06,-3.288739130434775e-08,4.1951343478260876e-06,1.1098391304347844e-07,3.1001739130434175e-08,-4.801621304347827e-06,-2.6751739130434782e-08,6.761386956521738e-06,7.251913043478237e-08,2.5870869565217004e-08,-8.825956521739079e-08,-2.2920869565217563e-08,6.769796086956521e-06,5.3658260869565486e-08,-4.696629999999999e-06,3.706591304347823e-07,1.8999000000000005e-07,-4.171032173913042e-06,6.720776086956524e-06,-6.94634652173913e-06,4.871022608695652e-06,-9.898756521739126e-07,-7.217826086956518e-08,4.107233913043479e-06,-6.686934782608694e-06,6.965863043478262e-06,-5.297988695652173e-06,-6.119295652173921e-07,-1.7261621739130428e-06,-2.8614613043478263e-06,-3.998947391304347e-06,-5.163443478260866e-07,2.4169008695652172e-06,1.944521739130435e-06,-6.514126086956523e-07,-8.996439130434777e-07,-2.552821739130439e-07,2.7547391304347343e-08,1.7013652173913084e-07,-8.330739130434746e-08,-7.628330434782606e-07,-2.211463043478261e-06
mix18,25,25,100,0.00024044724999999997,0.00032911191666666666,0.00036624950000000003,0.00033164916666666663,0.00025740508333333334,0.00025788658333333333,0.00036580000000000006,0.00037377733333333337,0.00031138662499999997,0.00026093695833333334,0.00027913870833333335,0.0003741095833333333,0.0003760929999999999,0.00028704399999999997,0.0002622380833333334,0.0003046030833333333,0.00037599424999999997,0.0003773990833333333,0.00026406395833333335,0.00026289475000000005,0.00033052104166666655,0.0003771978333333333,0.00035481470833333335,0.00026597579166666674,0.00037647054166666666,0.00028406825000000004,0.0003336171666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1648782608695656e-07,5.841701739130435e-06,1.9932347826086966e-07,-6.219642608695653e-06,8.677391304348033e-09,3.0966956521739434e-08,1.4076834782608693e-06,6.773826086956532e-08,-6.960084782608695e-06,-2.2610869565217338e-08,3.839843913043479e-06,1.4652086956521714e-07,4.8287826086955786e-08,-4.74814347826087e-06,-2.3401739130434762e-08,6.5848991304347814e-06,9.260869565217422e-08,3.736608695652169e-08,-1.1048652173913069e-07,-2.1933913043477922e-08,6.732313478260867e-06,6.702521739130511e-08,-4.626025652173914e-06,3.880500000000001e-07,2.2206304347826e-07,-4.0691226086956525e-06,6.659849565217391e-06,-6.8916986956521735e-06,4.967213043478261e-06,-1.0048952173913043e-06,-8.67852173913044e-08,4.050750434782609e-06,-6.496293913043478e-06,6.950312173913045e-06,-5.2345352173913044e-06,-9.383565217391293e-07,-2.1555091304347835e-06,-3.3947469565217384e-06,-4.575840434782608e-06,-6.872317391304343e-07,2.8004721739130425e-06,1.7686895652173908e-06,-1.1152873913043479e-06,-1.074673913043478e-06,-4.452804347826088e-07,-9.547304347826103e-08,-3.1286695652173867e-07,-4.202956521739121e-08,6.533021739130428e-07,-1.0118221739130436e-06
mix19,100,25,25,0.00025497191666666667,0.00033435445833333334,0.00036670083333333335,0.00032846758333333334,0.0002502142916666667,0.00024883679166666663,0.00035680499999999997,0.00036354495833333336,0.00029892658333333333,0.00024735225000000003,0.0002656998333333334,0.000360704125,0.00036191133333333335,0.00027100958333333325,0.0002456565416666666,0.00028969399999999995,0.00035996041666666676,0.00036083491666666665,0.00024569525,0.0002444602916666666,0.00031419574999999995,0.00035938620833333345,0.0003347639166666667,0.00024848558333333336,0.00035804291666666666,0.00026372274999999996,0.00031575041666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2800086956521684e-07,5.672949130434783e-06,6.566086956521394e-09,-6.383758260869565e-06,-7.52630434782607e-08,-4.464130434782572e-08,1.3607330434782613e-06,1.965956521739178e-08,-7.091427826086954e-06,-4.9218260869566e-08,3.952008695652173e-06,1.0696478260869586e-07,2.0403478260869757e-08,-4.818867826086957e-06,-3.712130434782647e-08,6.7369321739130435e-06,6.664869565217345e-08,1.892086956521781e-08,-9.741826086956549e-08,-3.015347826086979e-08,6.723947826086955e-06,4.858826086956497e-08,-4.913199130434783e-06,9.160060869565219e-07,1.7602347826087024e-07,-4.0573513043478255e-06,6.624285217391304e-06,-7.082707826086957e-06,5.20875e-06,-1.2884195652173916e-06,-7.1972608695652e-08,3.4592126086956523e-06,-6.411674347826086e-06,7.044768695652173e-06,-5.706744782608696e-06,-1.4676204347826086e-06,-2.5953334782608693e-06,-3.782446956521739e-06,-5.029367826086957e-06,-1.5045952173913045e-06,1.859630434782609e-06,6.501669565217392e-07,-9.931613043478257e-07,-7.058521739130389e-08,-2.522608695652175e-07,-1.2479565217391274e-08,7.361213043478261e-07,9.08082608695652e-07,4.593447826086964e-07,-4.935104347826089e-07
mix20,25,100,100,0.0002443608749999999,0.0003311730833333334,0.00036911699999999997,0.0003345659166666666,0.000259118,0.0002591535833333334,0.00036639879166666667,0.0003745476666666666,0.00031099404166666663,0.00026142291666666665,0.00027990462500000003,0.000374477375,0.0003763744166666667,0.0002871817916666667,0.00026232295833333337,0.00030738179166666665,0.00037613374999999994,0.000375966375,0.00026403379166666663,0.0002629185833333333,0.0003323486666666667,0.00037730700000000007,0.00035021733333333326,0.00026852541666666665,0.0003767387916666666,0.00028153770833333334,0.00033828408333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.884908695652172e-07,6.011867826086955e-06,1.505269565217385e-07,-6.175512173913043e-06,-1.685043478260786e-08,1.537391304347855e-08,1.4683821739130427e-06,6.208260869565206e-08,-6.937579565217392e-06,-2.6546086956521163e-08,3.894699565217392e-06,1.4174999999999998e-07,4.5184347826086025e-08,-4.751312608695652e-06,-2.5345652173913082e-08,6.73439347826087e-06,9.124086956521728e-08,-3.362517391304344e-07,-1.0022565217391304e-07,-2.1007826086956683e-08,6.656078260869563e-06,6.525043478260823e-08,-5.266358260869566e-06,1.0051113043478263e-06,1.8916652173913019e-07,-3.6343369565217387e-06,6.3464765217391286e-06,-7.018685217391304e-06,5.462852173913043e-06,-2.0381234782608695e-06,-7.674304347825995e-08,3.2194217391304353e-06,-6.055424347826085e-06,7.029169565217391e-06,-5.869988695652174e-06,-2.3363939130434782e-06,-3.5054917391304354e-06,-4.654363478260871e-06,-5.778994347826086e-06,-2.3353039130434786e-06,1.2389139130434785e-06,6.120286956521741e-07,-1.183143478260869e-07,1.1078099999999999e-06,8.153917391304346e-07,4.878260869565379e-09,-1.2570173913043527e-07,2.670908695652176e-07,-2.866795652173919e-07,-3.420086956521743e-07
mix21,50,25,50,0.0002565216666666666,0.0003387227083333333,0.00036849241666666666,0.00032561766666666664,0.00025216612499999995,0.00025082491666666664,0.0003627030416666666,0.00036561837500000003,0.00029538283333333334,0.00024947941666666665,0.00027335787500000003,0.0003630042083333333,0.00036413075000000004,0.00026840500000000004,0.0002478590416666666,0.0002985630833333333,0.0003623153333333333,0.00035471920833333336,0.000247855625,0.000246741375,0.0003230062916666666,0.0003617922083333333,0.00032911129166666666,0.0002580430416666667,0.00036075579166666667,0.0002564967916666667,0.0003264864166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3128608695652124e-07,5.37902652173913e-06,9.579130434782094e-09,-6.727142608695652e-06,-7.329260869565184e-08,-4.33269565217394e-08,4.547752173913048e-07,2.0267391304348587e-08,-6.846310434782607e-06,-4.6508695652173304e-08,4.7859065217391316e-06,9.61204347826088e-08,2.0139999999999765e-08,-4.0753469565217395e-06,-3.5749130434782925e-08,7.010306086956522e-06,6.233739130434799e-08,-1.9313560869565213e-06,-8.024999999999904e-08,-2.8685652173912664e-08,6.2657891304347815e-06,4.546130434782671e-08,-5.908014347826087e-06,2.4808508695652173e-06,1.2635086956521658e-07,-2.279962173913043e-06,5.940853043478261e-06,-7.1372521739130425e-06,6.221669999999998e-06,-3.283461739130435e-06,-5.925869565217303e-08,1.416548695652174e-06,-5.432191304347825e-06,7.003264347826087e-06,-6.676858695652174e-06,-4.113870434782608e-06,-5.4013621739130435e-06,-5.698466521739132e-06,-4.885258695652175e-06,-3.2754078260869562e-06,-4.6216043478260867e-07,6.620908695652175e-07,8.5955347826087e-07,-3.102521739130378e-08,-6.344639130434776e-07,-6.955652173912326e-09,-5.307404347826094e-07,-1.105185217391305e-06,-1.65104e-06,-4.1482608695652035e-08
mix22,50,50,100,0.00024566441666666665,0.000335267,0.0003689367916666667,0.000329675875,0.000257942375,0.0002578824583333333,0.00036808745833333327,0.0003732278749999999,0.0003057265,0.0002598141666666666,0.00028276183333333335,0.000372972,0.00037466920833333344,0.0002805727500000001,0.0002604735833333334,0.0003107426666666667,0.0003743500833333333,0.0003676482083333334,0.00026189824999999997,0.00026088933333333325,0.00033675824999999997,0.00037532820833333335,0.00034331899999999997,0.00027383249999999996,0.00037487916666666663,0.0002719917083333333,0.00034237158333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.940669565217395e-07,5.575297391304348e-06,1.3183521739130387e-07,-6.512478695652174e-06,-1.8353478260869418e-08,1.2162173913043777e-08,7.987334782608695e-07,5.638565217391308e-08,-6.7867243478260884e-06,-2.7627826086956457e-08,4.594527826086956e-06,1.2571913043478213e-07,4.0662173913043796e-08,-4.020960869565218e-06,-2.4324347826086846e-08,6.933069565217391e-06,8.242173913043541e-08,-1.8076421739130435e-06,-8.179478260869544e-08,-2.1985217391305287e-08,6.187919130434781e-06,6.068652173913e-08,-5.8308399999999996e-06,2.6035939130434792e-06,1.444608695652166e-07,-2.2634404347826086e-06,5.7641478260869565e-06,-7.040882173913044e-06,6.161600869565217e-06,-3.5905856521739137e-06,-6.370043478260837e-08,1.361676086956522e-06,-5.1416452173913056e-06,6.880952173913043e-06,-6.612266956521739e-06,-4.590777391304348e-06,-5.752242608695653e-06,-5.806595217391304e-06,-4.567263478260869e-06,-3.3822656521739134e-06,-1.4179704347826078e-06,2.3624260869565208e-07,1.062883478260869e-06,-5.0317391304340364e-09,-4.112886956521736e-07,-5.8656521739120166e-09,2.4411521739130503e-07,1.0882578260869574e-06,-1.3981130434782571e-07,-4.4674347826087214e-08
mix23,50,50,25,0.00025613225000000004,0.000335386875,0.0003683622083333334,0.000329942875,0.00025258141666666665,0.00025129187500000003,0.00035923162500000005,0.00036598137500000005,0.0002994005,0.00025014500000000007,0.00027226541666666666,0.0003635241666666668,0.00036474216666666667,0.0002692400833333333,0.000248724,0.0002993272916666666,0.00036307304166666664,0.00035548629166666664,0.00024877929166666665,0.00024767875,0.00032476308333333334,0.00036264683333333327,0.00032904354166666665,0.00026108725000000005,0.00036170075,0.00025748141666666666,0.00033029241666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1125826086956453e-07,5.7111986956521735e-06,1.95221739130441e-08,-6.398483913043477e-06,-7.154434782608639e-08,-4.1208260869565246e-08,1.3446969565217392e-06,2.3990000000000213e-08,-7.008793043478261e-06,-4.57834782608693e-08,4.538320869565215e-06,1.0250260869565205e-07,2.2953913043479085e-08,-4.0708278260869555e-06,-3.4370434782608285e-08,6.997773478260869e-06,6.32673913043481e-08,-1.9320334782608705e-06,-8.052565217391293e-08,-2.806695652173877e-08,6.179806086956521e-06,4.61069565217386e-08,-5.994254347826088e-06,2.8892747826086963e-06,1.2273739130434835e-07,-2.2735052173913048e-06,5.617668695652173e-06,-7.11852695652174e-06,6.377843043478262e-06,-3.882211304347826e-06,-5.6220434782609735e-08,1.136415217391304e-06,-4.835522608695651e-06,6.940525217391306e-06,-6.859786086956521e-06,-4.791533043478261e-06,-5.6228313043478254e-06,-5.1904982608695654e-06,-3.906332173913044e-06,-3.6760878260869555e-06,-1.5098621739130448e-06,-8.409304347826001e-08,2.419965217391302e-07,-1.1040243478260882e-06,-1.3141378260869562e-06,-1.1328260869564878e-08,-6.118321739130439e-07,-1.1396652173913047e-06,-1.7513804347826096e-06,-3.693565217391322e-08
mix24,25,25,25,0.0002446240416666666,0.00032905129166666664,0.0003602820833333333,0.00031857979166666667,0.00024617470833333333,0.00024557625,0.0003584626666666667,0.00036119475000000005,0.00029028308333333336,0.00024616904166666667,0.00027273275,0.00036015087499999997,0.0003615363333333333,0.0002629920416666666,0.00024603637500000006,0.0002991600416666667,0.0003607199166666667,0.0003510144166666667,0.0002467922916666667,0.00024592041666666667,0.00032593849999999996,0.00036117875,0.0003239037916666668,0.0002631306666666667,0.0003607406666666667,0.0002517688333333333,0.00033302812499999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552173913041435e-09,5.4508143478260875e-06,6.094608695652195e-08,-6.674796086956522e-06,-3.944304347826087e-08,-1.5180869565217115e-08,3.201573913043478e-07,4.026521739130433e-08,-6.747779130434783e-06,-3.1024782608696e-08,5.117275652173913e-06,1.0458478260869534e-07,3.108260869565192e-08,-3.4780891304347832e-06,-2.5094347826086055e-08,7.041885652173914e-06,6.780608695652135e-08,-2.396071304347826e-06,-6.547782608695674e-08,-2.019478260869631e-08,5.932075652173915e-06,5.016000000000025e-08,-6.347288260869566e-06,3.482926086956522e-06,1.1312521739130407e-07,-1.2306408695652181e-06,5.190910869565217e-06,-6.9724130434782606e-06,6.653699565217392e-06,-4.630039565217392e-06,8.044913043478196e-08,2.110982608695652e-07,-4.1113817391304355e-06,6.713825217391304e-06,-7.053727826086956e-06,-5.559993043478261e-06,-5.257909130434782e-06,-3.927581739130435e-06,-2.7379269565217384e-06,-3.718454782608695e-06,-2.1863600000000005e-06,-1.292307391304348e-06,-1.0588700000000006e-06,-1.1537169565217398e-06,-4.790286956521737e-07,-1.215986956521737e-07,-6.22406086956521e-07,-3.1157695652173906e-07,-1.8683247826086962e-06,-3.1340000000000524e-08
mix25,25,50,50,0.00024481445833333325,0.0003289349166666667,0.0003602994999999999,0.00031864933333333327,0.00024606525000000004,0.00024542800000000006,0.0003580180416666667,0.00036093387500000005,0.0002899974166666667,0.0002459039583333334,0.0002729450416666667,0.00035990795833333334,0.0003612892083333333,0.00026166799999999995,0.000245776875,0.00030017624999999996,0.0003604625833333333,0.0003489341666666667,0.0002464848333333333,0.00024560225000000007,0.00032772691666666664,0.0003607929583333333,0.0003216267083333333,0.0002644369166666667,0.00036031549999999995,0.00025002216666666666,0.00033525208333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1908695652174527e-09,5.470919130434785e-06,5.8558260869564696e-08,-6.6696313043478245e-06,-4.085043478260911e-08,-1.6981739130434414e-08,3.795673913043476e-07,3.844565217391318e-08,-6.746808695652174e-06,-3.081434782608747e-08,5.181395217391304e-06,1.03567391304348e-07,3.120217391304402e-08,-3.2883895652173917e-06,-2.5237826086955878e-08,7.058739130434782e-06,6.646086956521683e-08,-2.7541278260869564e-06,-6.476086956521738e-08,-2.143652173913023e-08,5.691515652173911e-06,4.884999999999963e-08,-6.483879565217391e-06,3.7892095652173914e-06,1.0794434782608674e-07,-9.195478260869556e-07,4.83313304347826e-06,-6.932207826086958e-06,6.8328391304347815e-06,-4.673648260869566e-06,8.958286956521737e-07,1.8668956521739137e-07,-4.042235652173915e-06,6.443849130434783e-06,-7.087154782608696e-06,-5.877147826086957e-06,-4.8077791304347814e-06,-3.436345217391305e-06,-2.047048695652173e-06,-4.0479230434782616e-06,-2.826542608695653e-06,-1.4412130434782611e-06,-7.368278260869571e-07,-1.033852173913045e-07,-2.1401304347826386e-08,8.16956521739761e-10,-5.556152173913046e-07,-7.251721739130436e-07,-2.361250869565217e-06,-2.9913043478260466e-08
mix26,100,50,50,0.00024264962500000002,0.0003231482916666667,0.00035732404166666665,0.00031876325000000004,0.0002428212916666667,0.00024205858333333334,0.0003518311249999999,0.0003571490416666666,0.00028773283333333334,0.0002420833333333333,0.0002671208333333333,0.00035560433333333325,0.00035687304166666665,0.0002592132499999999,0.00024148254166666663,0.0002943962916666666,0.0003558242916666666,0.00034540458333333335,0.00024202479166666674,0.000241127875,0.00032211879166666666,0.00035594516666666667,0.00031706604166666666,0.000259747125,0.0003553595416666666,0.00024501704166666663,0.0003303845416666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.373347826086984e-08,5.805413478260871e-06,4.762826086956404e-08,-6.429466086956522e-06,-4.671260869565215e-08,-2.201478260869574e-08,9.723656521739125e-07,3.34865217391303e-08,-6.819580000000001e-06,-3.498521739130426e-08,4.9144678260869565e-06,9.93600000000003e-08,2.698043478260933e-08,-3.608451304347827e-06,-2.6644782608695572e-08,7.0249604347826075e-06,6.48673913043476e-08,-2.525859130434783e-06,-6.513869565217446e-08,-2.2349130434782878e-08,5.7765613043478274e-06,4.6756521739130594e-08,-6.454396956521739e-06,3.7809517391304344e-06,1.0549521739130468e-07,-8.475378260869565e-07,4.817812608695652e-06,-6.888268695652176e-06,6.824939565217391e-06,-4.7910847826086955e-06,1.0123878260869565e-06,1.7796913043478333e-07,-3.8338208695652164e-06,6.375616086956523e-06,-7.0831082608695665e-06,-5.86631956521739e-06,-4.588532608695653e-06,-3.1667113043478256e-06,-1.7873830434782615e-06,-3.915248260869566e-06,-2.185867391304348e-06,-1.3562860869565217e-06,-1.1248965217391311e-06,-4.062391304347826e-08,-4.305043478260888e-08,1.1000000000000737e-08,-5.9814347826087e-07,-7.579882608695649e-07,-2.676672173913044e-06,-2.889347826086931e-08
